origin,destination,airline,duration_min,month,day_of_week,dep_hour,delayed
RBA,MAD,RAM,114,10,5,7,0
CMN,LHR,RAM,180,4,2,20,0
CMN,CDG,RAM,174,10,2,19,1
RAK,CDG,RAM,186,11,6,4,1
MAD,CMN,RAM,132,4,4,6,0
AGA,STN,RYR,214,9,0,8,1
CMN,TUN,RAM,108,6,4,16,1
CMN,LYS,RAM,154,8,4,10,1
CMN,ALG,RAM,106,8,1,18,1
CMN,AMS,RAM,191,4,5,21,1
JFK,CMN,RAM,453,11,1,20,1
RAK,CDG,RYR,177,12,2,12,0
CDG,RBA,RAM,181,7,0,4,1
CMN,CAI,RAM,206,3,6,8,0
CMN,IAD,RAM,471,9,5,13,1
FEZ,CDG,RAM,178,3,5,11,1
CMN,CDG,RAM,171,1,5,11,0
CMN,YUL,RAM,456,7,5,9,0
RAK,LHR,RAM,187,9,6,13,0
STN,RAK,RYR,216,7,5,19,1
CMN,MAD,RAM,129,4,4,1,1
RAK,LHR,RAM,183,7,4,13,0
RAK,CDG,RYR,161,3,0,22,0
RAK,BCN,RAM,132,12,5,17,1
RAK,CDG,RYR,178,6,5,23,1
AGA,CDG,RAM,177,5,6,11,1
CMN,NBO,RAM,434,10,5,8,0
CDG,CMN,RAM,182,7,5,21,1
CDG,CMN,RAM,175,3,0,7,0
RBA,CDG,RAM,147,2,1,20,0
AGA,CDG,RAM,199,4,5,8,1
STN,AGA,RYR,227,10,5,18,0
FEZ,CMN,RAM,50,7,6,20,1
AGA,STN,RYR,205,3,0,20,0
CDG,AGA,RAM,180,1,2,21,0
RAK,FCO,RYR,181,6,5,18,0
CMN,MRS,RAM,161,4,2,12,1
AGA,CMN,RAM,52,12,1,8,0
ORY,RAK,RAM,172,4,2,6,0
CMN,FCO,RAM,184,9,5,21,0
BCN,CMN,RAM,138,4,2,7,0
FEZ,MAD,IBE,120,2,5,18,0
CMN,GVA,RAM,172,1,6,18,0
CDG,CMN,RAM,181,4,5,11,1
CDG,RAK,RAM,172,11,6,17,1
FEZ,MAD,IBE,120,4,3,6,0
CDG,RAK,RAM,190,7,6,11,1
FEZ,ORY,RAM,156,4,5,11,0
FEZ,BRU,RAM,185,9,0,15,0
RBA,CDG,RAM,165,10,1,14,0
RAK,STN,RYR,185,4,3,6,1
AGA,LHR,RAM,204,1,3,14,0
CMN,LYS,RAM,150,3,4,1,0
LHR,CMN,RAM,189,7,5,12,1
RAK,ORY,RAM,174,6,0,7,1
CMN,CDG,RAM,176,2,1,6,0
LHR,RAK,RAM,197,2,0,0,0
LHR,CMN,RAM,181,7,4,23,1
LHR,CMN,RAM,195,12,6,15,0
RBA,MAD,RAM,117,12,1,14,0
RAK,FCO,RYR,177,11,0,8,0
RAK,FCO,RYR,180,2,0,18,1
RAK,CDG,RAM,187,2,4,16,0
CDG,RAK,RAM,176,9,6,19,0
CMN,YUL,RAM,454,11,2,21,0
RAK,LHR,RAM,199,5,0,15,0
RAK,STN,RYR,212,7,3,6,1
MAD,CMN,RAM,117,6,6,17,0
CMN,LYS,RAM,155,3,0,23,0
RAK,BCN,RAM,139,6,0,8,1
CMN,LOS,RAM,308,6,1,21,1
FEZ,MAD,IBE,134,8,0,17,0
FEZ,BRU,RAM,185,9,1,15,0
CMN,DKR,RAM,198,10,6,5,1
RAK,LHR,RAM,199,3,5,13,0
CMN,TNG,RAM,50,8,5,12,1
FEZ,BRU,RAM,179,4,5,20,0
CMN,AMS,RAM,199,10,6,17,1
CMN,JFK,RAM,467,7,0,20,0
CMN,LHR,RAM,188,5,2,11,1
CDG,AGA,RAM,200,11,5,19,1
CMN,YUL,RAM,414,11,5,4,0
ORY,RAK,RAM,186,12,5,14,1
STN,AGA,RYR,225,8,6,16,1
TNG,CDG,RAM,154,9,4,1,0
CMN,IAD,RAM,447,6,1,1,1
CMN,FRA,RAM,204,11,1,21,1
TNG,BCN,RYR,122,7,4,21,1
CMN,NBO,RAM,427,9,5,21,0
FEZ,BRU,RAM,203,11,4,7,0
CMN,MAD,RAM,121,6,5,22,1
RAK,CMN,RAM,47,10,2,18,1
RAK,MAD,RAM,137,11,3,13,1
MAD,CMN,RAM,124,1,3,14,1
ORY,RAK,RAM,167,6,4,9,0
RBA,MAD,RAM,114,12,4,20,0
CMN,LOS,RAM,305,1,5,17,1
MAD,CMN,RAM,120,6,0,19,1
RAK,STN,RYR,199,10,5,4,0
TNG,CDG,RAM,147,7,6,6,0
LHR,CMN,RAM,205,9,6,17,0
CDG,CMN,RAM,162,11,4,2,0
CDG,CMN,RAM,179,4,4,20,0
CMN,BRU,RAM,192,4,4,17,1
CMN,CDG,RAM,159,9,3,3,0
CDG,RAK,RAM,190,5,0,18,1
CDG,AGA,RAM,191,5,1,16,0
AGA,LHR,RAM,205,8,1,22,0
RAK,BCN,VLG,131,12,1,8,1
JFK,CMN,RAM,447,3,5,7,1
AGA,ORY,RAM,183,9,3,13,1
RAK,STN,RYR,199,9,1,14,0
RBA,CDG,RAM,155,9,5,4,0
RAK,MAD,RAM,137,7,2,9,1
MAD,CMN,RAM,117,10,5,8,0
RAK,BCN,VLG,136,1,0,16,0
CMN,MAD,RAM,128,8,0,18,1
AGA,CMN,RAM,53,3,6,8,1
AGA,LHR,RAM,208,8,0,18,0
AGA,STN,RYR,198,9,0,11,0
CDG,AGA,RAM,208,6,6,17,1
CMN,LHR,RAM,173,9,5,16,0
LHR,RAK,RAM,203,12,1,19,0
RAK,FCO,RYR,175,12,2,17,0
CMN,BRU,RAM,188,5,6,7,0
CDG,AGA,RAM,209,4,5,19,1
FEZ,MAD,IBE,132,8,6,17,1
CMN,JFK,RAM,427,7,6,12,0
CMN,BCN,RAM,139,2,1,0,0
CMN,RAK,RAM,46,2,5,16,0
CMN,CDG,RAM,167,5,6,15,0
CMN,MRS,RAM,139,12,1,18,0
RAK,CDG,RAM,184,5,0,5,0
AGA,CDG,RAM,191,2,4,12,0
CMN,NDR,RAM,65,5,6,16,1
CMN,CAI,RAM,211,4,4,22,0
CMN,AGA,RAM,52,5,3,17,0
CMN,ALG,RAM,101,7,2,12,0
CDG,AGA,RAM,203,12,6,19,1
MAD,CMN,RAM,128,1,3,12,1
LHR,RAK,RAM,217,9,2,18,0
RBA,MAD,RAM,113,1,3,15,0
CMN,IAD,RAM,472,2,2,7,0
LHR,CMN,RAM,192,6,3,23,0
RAK,ORY,RAM,162,11,0,14,1
RAK,LHR,RAM,183,8,4,6,1
CMN,BRU,RAM,179,8,4,20,0
RAK,CMN,RAM,44,1,5,17,1
STN,RAK,RYR,206,10,0,11,0
CMN,ABJ,RAM,244,5,0,9,0
CMN,NDR,RAM,65,3,5,10,0
CMN,MAD,RAM,118,1,3,18,0
TNG,BCN,RYR,134,11,0,7,0
CMN,BRU,RAM,191,6,5,11,1
CMN,FRA,RAM,180,10,6,10,0
RAK,BCN,RAM,139,7,4,2,1
AGA,CDG,RAM,186,8,3,13,0
CDG,AGA,RAM,196,12,1,6,0
CMN,CDG,RAM,154,8,1,13,1
JFK,CMN,RAM,430,8,5,12,1
AGA,CDG,RAM,188,7,2,16,0
CMN,RAK,RAM,41,7,6,11,1
AGA,CDG,RAM,194,12,0,10,0
CMN,LYS,RAM,153,5,0,20,1
RAK,BCN,RAM,133,1,6,22,0
RAK,FCO,RYR,193,2,6,11,0
CMN,MAD,RAM,124,10,1,16,0
ORY,RAK,RAM,173,12,6,11,0
LHR,RAK,RAM,191,2,6,10,0
CMN,DKR,RAM,195,2,6,5,0
RAK,BCN,VLG,129,2,1,8,0
RAK,BCN,VLG,130,3,0,22,0
AGA,CMN,RAM,59,3,0,5,0
CDG,RAK,RAM,183,6,6,16,0
RAK,ORY,RAM,160,6,5,20,1
CMN,MAD,RAM,111,7,3,4,1
ORY,RAK,RAM,178,10,6,10,0
CDG,CMN,RAM,165,8,6,8,0
CMN,MAD,RAM,119,2,4,7,0
MAD,CMN,RAM,134,10,1,8,1
RAK,BCN,VLG,135,9,6,22,1
RAK,CDG,RYR,188,10,1,10,0
FEZ,ORY,RAM,156,8,5,21,1
LHR,RAK,RAM,190,6,5,5,0
RAK,MAD,RAM,123,3,0,12,0
CMN,MAD,RAM,128,12,4,20,1
AGA,STN,RYR,231,11,5,22,1
CMN,CDG,RAM,152,4,1,9,0
CDG,RAK,RAM,174,5,5,11,0
MAD,CMN,RAM,129,2,0,18,0
STN,AGA,RYR,218,9,5,17,1
AGA,CDG,RAM,183,8,6,9,1
AGA,LHR,RAM,194,10,5,10,0
CMN,MAD,RAM,112,2,1,8,0
AGA,CDG,RAM,185,2,4,14,0
CDG,AGA,RAM,195,11,4,15,1
CMN,CDG,RAM,162,9,0,15,0
CMN,YUL,RAM,471,5,4,18,1
CMN,LHR,RAM,171,6,4,14,1
CDG,AGA,RAM,207,6,0,0,0
BCN,CMN,RAM,131,7,2,10,1
CMN,LYS,RAM,158,6,5,17,0
CMN,LHR,RAM,197,12,5,7,0
RAK,MAD,RAM,129,5,0,15,0
CDG,CMN,RAM,183,6,3,5,0
TNG,BCN,RYR,128,11,6,15,1
CMN,CDG,RAM,159,1,5,18,0
CDG,CMN,RAM,163,10,0,14,0
RAK,FCO,RYR,182,4,6,23,1
RAK,CMN,RAM,45,8,0,20,1
CMN,RAK,RAM,46,4,3,10,0
CMN,LHR,RAM,189,11,5,9,0
JFK,CMN,RAM,443,12,3,20,1
RAK,ORY,RAM,181,3,3,11,0
CMN,CDG,RAM,151,11,5,4,0
RAK,ORY,RAM,168,3,1,11,0
RAK,LHR,RAM,206,6,5,5,0
RAK,STN,RYR,208,1,4,3,0
CMN,FEZ,RAM,50,6,2,12,1
CMN,JFK,RAM,443,2,0,18,1
RAK,FCO,RYR,204,8,3,22,1
CDG,RAK,RAM,188,9,6,21,0
RAK,LHR,RAM,200,2,3,22,0
RAK,FCO,RYR,201,10,4,4,0
CMN,AGA,RAM,57,4,4,9,0
CDG,RBA,RAM,165,5,4,9,1
RAK,FCO,RYR,191,2,0,6,0
LHR,RAK,RAM,193,10,1,19,1
CDG,RAK,RAM,171,7,5,12,0
FEZ,CDG,RAM,172,11,4,16,0
CMN,AMS,RAM,203,6,1,9,0
RAK,STN,RYR,211,6,1,17,1
RAK,BCN,RAM,148,7,4,19,0
RAK,FCO,RYR,189,7,4,17,1
MAD,CMN,RAM,133,6,1,17,1
CDG,AGA,RAM,204,7,0,19,0
RAK,BCN,VLG,139,7,6,22,1
MAD,CMN,RAM,122,12,1,11,0
RAK,LHR,RAM,199,8,1,13,1
CDG,AGA,RAM,181,11,5,14,1
RAK,CMN,RAM,41,7,2,7,1
LHR,CMN,RAM,198,8,0,18,0
CMN,CDG,RAM,155,1,6,18,0
MAD,CMN,RAM,133,5,1,6,0
CMN,OUD,RAM,60,10,5,8,1
STN,AGA,RYR,233,5,3,7,1
STN,RAK,RYR,220,9,0,17,0
CMN,MAD,RAM,114,1,1,16,0
CDG,RAK,RAM,171,7,4,16,1
AGA,LHR,RAM,201,12,1,18,0
CMN,RAK,RAM,44,9,3,20,0
CMN,NBO,RAM,400,9,2,16,1
CMN,NDR,RAM,71,7,5,8,0
CMN,MAD,RAM,128,5,6,20,1
CMN,LOS,RAM,321,6,3,21,1
RBA,MAD,RAM,108,7,5,20,0
RAK,FCO,RYR,176,9,1,19,1
FEZ,BCN,VLG,132,3,3,8,0
RAK,CMN,RAM,47,6,1,15,0
RAK,BCN,RAM,150,11,3,0,0
CMN,BRU,RAM,197,1,0,17,0
CDG,AGA,RAM,180,10,4,12,0
RAK,CDG,RYR,165,1,2,7,0
STN,AGA,RYR,208,10,0,19,0
RAK,BCN,RAM,150,12,5,18,0
FEZ,BCN,VLG,144,9,5,21,0
RAK,CMN,RAM,46,7,5,13,0
AGA,STN,RYR,220,3,6,18,0
AGA,STN,RYR,204,1,5,4,0
RAK,STN,RYR,209,6,5,10,0
LHR,RAK,RAM,212,6,1,15,1
AGA,CMN,RAM,55,4,0,11,0
RAK,FCO,RYR,194,6,0,18,0
TNG,MAD,RAM,101,5,0,3,0
RAK,BCN,RAM,134,1,0,6,0
ORY,RAK,RAM,177,6,0,6,0
AGA,CDG,RAM,192,7,4,13,1
AGA,ORY,RAM,171,9,0,17,0
RAK,LHR,RAM,196,7,2,20,1
CMN,TUN,RAM,115,11,6,13,0
CMN,FRA,RAM,193,5,6,8,0
CDG,RAK,RAM,191,4,5,22,1
BCN,CMN,RAM,126,2,5,20,0
CDG,RAK,RAM,187,6,4,16,1
RBA,MAD,RAM,117,1,6,19,1
CMN,TNG,RAM,52,7,4,19,1
RAK,STN,RYR,191,11,5,7,0
CMN,MAD,RAM,121,7,3,9,1
CDG,RAK,RAM,172,8,1,6,1
STN,RAK,RYR,222,11,5,11,0
CMN,CAI,RAM,223,3,1,19,0
BCN,CMN,RAM,138,7,0,23,1
CMN,FCO,RAM,171,6,6,6,0
RAK,MAD,RAM,132,8,3,7,1
CMN,AMS,RAM,202,3,2,21,1
CMN,GVA,RAM,183,5,4,6,1
RBA,MAD,RAM,118,9,6,19,0
STN,AGA,RYR,224,8,2,14,0
CDG,CMN,RAM,177,9,6,7,1
CMN,IAD,RAM,416,6,2,11,1
RAK,ORY,RAM,174,3,2,17,1
CDG,CMN,RAM,175,4,0,10,0
CDG,AGA,RAM,185,10,6,22,1
CMN,LOS,RAM,349,5,1,7,0
RAK,CDG,RAM,169,6,2,13,0
CMN,LYS,RAM,147,10,5,18,1
CMN,IAD,RAM,425,4,6,17,1
CDG,RBA,RAM,157,10,6,15,0
CDG,FEZ,RAM,191,2,5,20,0
CMN,AGA,RAM,56,3,6,21,1
AGA,LHR,RAM,184,5,3,18,0
RAK,STN,RYR,204,10,6,10,0
CMN,MRS,RAM,152,9,6,23,1
AGA,CDG,RAM,174,10,4,12,0
RAK,CMN,RAM,41,3,3,8,0
CMN,LHR,RAM,172,12,0,8,1
RAK,LHR,RAM,193,2,6,8,1
CMN,MAD,RAM,123,2,6,6,0
FEZ,BCN,VLG,133,5,3,5,0
STN,RAK,RYR,225,7,3,12,0
CMN,RAK,RAM,47,9,2,17,1
CDG,CMN,RAM,187,8,1,7,1
RAK,CMN,RAM,42,11,5,15,1
CMN,LHR,RAM,172,8,3,13,1
JFK,CMN,RAM,450,2,2,20,1
CMN,MAD,RAM,115,7,5,16,1
CMN,MAD,RAM,120,10,6,7,0
MAD,CMN,RAM,125,7,3,5,0
RAK,MAD,RAM,133,3,5,17,1
FEZ,CDG,RAM,175,9,0,23,1
RAK,CMN,RAM,47,9,6,5,0
RAK,CDG,RYR,184,10,6,16,1
CMN,MAD,RAM,118,5,0,18,0
CMN,LHR,RAM,189,9,4,8,0
RAK,BCN,RAM,149,9,3,18,1
STN,AGA,RYR,238,6,4,8,0
RAK,BCN,VLG,144,6,1,7,0
RAK,STN,RYR,207,7,5,9,0
CDG,CMN,RAM,182,8,2,15,0
RAK,CDG,RAM,172,5,4,21,1
ORY,RAK,RAM,165,3,4,17,0
STN,RAK,RYR,210,4,6,19,0
CMN,CDG,RAM,163,7,3,10,0
CMN,BCN,RAM,127,9,6,15,0
CMN,AGA,RAM,54,11,0,20,1
RAK,BCN,RAM,142,11,2,18,0
AGA,LHR,RAM,198,8,4,15,1
CMN,YUL,RAM,447,11,0,16,1
RAK,STN,RYR,192,4,5,16,0
CMN,TUN,RAM,104,6,2,12,0
JFK,CMN,RAM,435,4,0,8,0
RAK,CDG,RAM,166,3,3,6,0
LHR,RAK,RAM,209,8,3,7,1
CMN,IAD,RAM,459,4,6,20,0
CMN,MRS,RAM,161,8,1,15,1
RAK,BCN,VLG,132,2,2,5,1
CMN,NBO,RAM,406,3,6,9,0
CMN,BCN,RAM,123,5,5,12,0
AGA,STN,RYR,205,6,2,6,0
AGA,ORY,RAM,186,4,4,12,0
CMN,RAK,RAM,43,9,6,8,0
ORY,RAK,RAM,181,2,5,8,0
CMN,JFK,RAM,455,7,3,17,1
CDG,RBA,RAM,173,1,0,13,0
CMN,JFK,RAM,411,11,1,16,0
RAK,FCO,RYR,192,8,4,14,0
MAD,CMN,RAM,117,9,5,19,1
RAK,BCN,VLG,142,9,3,21,1
TNG,MAD,RAM,111,7,4,8,1
ORY,RAK,RAM,194,2,5,18,0
LHR,RAK,RAM,197,6,4,4,0
CMN,NDR,RAM,66,9,4,10,0
CMN,CDG,RAM,169,12,1,8,1
CMN,IAD,RAM,443,5,1,20,0
CMN,FEZ,RAM,52,8,6,19,0
RAK,FCO,RYR,202,12,3,6,0
ORY,RAK,RAM,174,8,5,8,0
RAK,FCO,RYR,183,10,2,20,0
CMN,IAD,RAM,453,8,4,16,1
CMN,LHR,RAM,193,6,1,6,1
CMN,JFK,RAM,446,9,3,5,0
CMN,DKR,RAM,185,11,3,19,1
RAK,MAD,RAM,134,10,2,5,0
RAK,CDG,RAM,162,11,1,12,1
RAK,ORY,RAM,169,12,6,22,0
CMN,BCN,RAM,120,9,6,22,0
MAD,CMN,RAM,130,10,5,3,0
CMN,TUN,RAM,114,4,5,0,1
RAK,MAD,RAM,127,3,2,23,0
CMN,DKR,RAM,182,6,5,13,1
RAK,STN,RYR,214,5,0,14,0
CMN,YUL,RAM,485,6,4,23,0
MAD,CMN,RAM,115,3,5,17,0
CDG,RBA,RAM,166,6,0,14,0
CMN,BCN,RAM,125,10,2,18,1
AGA,CMN,RAM,51,1,4,17,1
CMN,OUD,RAM,69,4,3,12,1
CDG,AGA,RAM,185,6,4,16,1
RAK,BCN,RAM,134,8,5,6,1
CDG,FEZ,RAM,177,6,5,21,1
RBA,MAD,RAM,110,1,0,4,0
AGA,LHR,RAM,200,8,6,6,1
LHR,CMN,RAM,200,9,4,7,1
CMN,CDG,RAM,172,2,0,19,0
MAD,CMN,RAM,133,1,2,16,0
MAD,CMN,RAM,122,7,1,1,0
MAD,CMN,RAM,129,11,2,22,0
RAK,BCN,RAM,149,9,1,22,0
RAK,ORY,RAM,178,7,1,18,0
AGA,ORY,RAM,191,5,0,3,0
CMN,BCN,RAM,134,1,2,7,0
CMN,LHR,RAM,188,10,4,17,0
AGA,CDG,RAM,178,4,0,18,0
RAK,MAD,RAM,131,12,6,20,1
AGA,CDG,RAM,177,2,2,22,1
CMN,NBO,RAM,387,11,3,16,1
AGA,STN,RYR,222,4,4,11,1
CDG,AGA,RAM,193,11,4,9,1
RAK,FCO,RYR,200,6,5,10,1
CMN,CDG,RAM,158,4,4,21,1
RBA,CDG,RAM,159,2,5,12,0
CMN,NBO,RAM,407,3,4,20,0
CMN,MAD,RAM,120,12,5,13,1
AGA,STN,RYR,199,5,3,20,0
RAK,MAD,RAM,127,12,0,17,0
CMN,CDG,RAM,172,10,5,4,1
FEZ,CDG,RAM,171,9,2,19,1
RAK,LHR,RAM,208,9,3,7,0
AGA,STN,RYR,231,11,4,19,0
AGA,STN,RYR,228,4,3,19,1
LHR,CMN,RAM,208,11,5,9,0
STN,RAK,RYR,218,6,3,23,0
CMN,ALG,RAM,107,9,0,14,0
ORY,RAK,RAM,182,10,4,7,0
CMN,LHR,RAM,185,10,6,17,1
RAK,STN,RYR,209,6,3,9,1
STN,AGA,RYR,238,4,5,6,1
CMN,OUD,RAM,64,11,0,19,1
CMN,IAD,RAM,458,2,4,19,0
CMN,MAD,RAM,124,8,6,3,0
CMN,ALG,RAM,108,10,6,9,0
CMN,CDG,RAM,153,11,1,22,0
RAK,CDG,RAM,175,3,5,17,0
RAK,CMN,RAM,43,7,6,19,0
MAD,CMN,RAM,123,9,2,13,1
RAK,MAD,RAM,126,11,5,15,1
RAK,CDG,RYR,163,8,0,1,1
MAD,CMN,RAM,123,4,2,18,1
CMN,IAD,RAM,426,3,5,8,0
RAK,CMN,RAM,47,6,6,18,0
JFK,CMN,RAM,445,3,4,20,1
RAK,BCN,VLG,144,9,3,17,0
CMN,MAD,RAM,112,7,4,17,1
AGA,CDG,RAM,192,4,6,18,0
CMN,JFK,RAM,404,8,2,10,1
CMN,BRU,RAM,173,2,0,7,0
LHR,CMN,RAM,205,8,5,14,1
CDG,CMN,RAM,178,8,1,7,0
AGA,CMN,RAM,51,1,6,8,0
CDG,RAK,RAM,190,9,6,23,1
STN,AGA,RYR,232,5,0,8,0
CMN,FEZ,RAM,46,1,3,11,0
CMN,BCN,RAM,123,6,5,19,0
RBA,MAD,RAM,106,5,0,11,0
AGA,LHR,RAM,192,9,5,18,1
RAK,STN,RYR,202,9,3,15,0
FEZ,BCN,VLG,142,6,6,9,0
LHR,CMN,RAM,181,8,3,15,0
CMN,LYS,RAM,155,11,2,21,1
CMN,MAD,RAM,123,1,1,5,0
CMN,RAK,RAM,42,3,5,12,0
LHR,CMN,RAM,187,7,0,20,1
CMN,TNG,RAM,50,11,4,5,1
LHR,CMN,RAM,194,7,5,11,1
AGA,CDG,RAM,197,3,4,22,0
AGA,CDG,RAM,179,12,6,7,0
FEZ,CMN,RAM,47,4,6,22,0
CMN,IAD,RAM,447,10,6,17,1
CMN,IAD,RAM,413,12,5,6,1
TNG,BCN,RYR,126,8,2,8,0
CMN,TNG,RAM,52,4,3,21,0
CMN,CDG,RAM,154,7,0,12,0
RAK,BCN,VLG,142,9,2,19,0
CMN,FRA,RAM,187,3,6,7,0
AGA,ORY,RAM,193,12,4,11,0
STN,AGA,RYR,229,12,4,21,0
STN,AGA,RYR,231,7,0,5,1
RAK,LHR,RAM,202,10,3,19,1
CMN,MAD,RAM,126,12,4,20,1
RAK,STN,RYR,209,8,6,6,1
CDG,FEZ,RAM,173,8,6,9,1
RAK,CMN,RAM,44,8,2,23,0
RAK,LHR,RAM,196,7,4,17,1
CMN,GVA,RAM,184,11,0,16,0
LHR,CMN,RAM,194,3,1,12,0
FEZ,ORY,RAM,176,7,6,15,0
ORY,RAK,RAM,185,1,5,17,1
AGA,CDG,RAM,195,11,1,18,0
CMN,MAD,RAM,124,5,5,23,1
CMN,CDG,RAM,160,7,1,19,1
AGA,CMN,RAM,58,8,0,20,0
FEZ,BCN,VLG,128,3,0,9,0
RAK,CDG,RAM,166,9,4,8,1
LHR,RAK,RAM,212,7,3,12,1
FEZ,CMN,RAM,50,2,4,9,0
BCN,CMN,RAM,136,3,0,10,0
FEZ,ORY,RAM,158,8,5,17,1
CMN,CDG,RAM,162,6,5,17,0
RBA,MAD,RAM,107,11,1,15,1
RAK,STN,RYR,184,8,1,17,0
RAK,MAD,RAM,126,8,3,21,1
AGA,LHR,RAM,214,9,2,13,0
CMN,LHR,RAM,177,7,4,16,1
MAD,CMN,RAM,129,7,1,14,1
RAK,CDG,RAM,179,12,5,7,0
RAK,BCN,VLG,137,11,5,21,0
CMN,MAD,RAM,120,3,5,9,0
CMN,NBO,RAM,447,4,1,7,0
CMN,MRS,RAM,151,4,2,18,0
RAK,FCO,RYR,196,9,4,14,0
CMN,FEZ,RAM,52,12,4,17,1
MAD,CMN,RAM,118,3,2,9,0
MAD,CMN,RAM,119,12,2,21,1
STN,RAK,RYR,206,5,4,21,0
LHR,RAK,RAM,205,5,3,18,1
AGA,LHR,RAM,200,7,2,14,0
JFK,CMN,RAM,446,2,3,8,0
ORY,RAK,RAM,183,12,5,21,0
CMN,LOS,RAM,344,1,4,9,0
CMN,JFK,RAM,438,1,4,20,1
AGA,ORY,RAM,174,12,0,15,1
CDG,FEZ,RAM,184,6,0,10,0
CMN,IAD,RAM,442,4,2,16,1
RAK,BCN,VLG,129,5,3,12,1
MAD,CMN,RAM,126,7,6,10,0
CDG,FEZ,RAM,169,11,4,20,0
CMN,JFK,RAM,405,9,0,4,1
MAD,CMN,RAM,134,3,5,16,0
CMN,AGA,RAM,56,5,5,18,1
CDG,RAK,RAM,176,6,2,5,0
RAK,FCO,RYR,202,12,4,15,0
FEZ,BCN,VLG,138,10,3,16,0
CDG,AGA,RAM,205,7,6,15,1
RAK,CDG,RYR,161,4,1,22,1
CMN,CAI,RAM,197,3,2,16,0
CMN,FEZ,RAM,49,3,4,18,0
CMN,MAD,RAM,122,5,5,15,0
CMN,RAK,RAM,48,7,4,19,0
AGA,LHR,RAM,187,3,5,22,1
RAK,CDG,RYR,173,9,3,18,0
CMN,IAD,RAM,451,12,3,9,0
CMN,MAD,RAM,124,7,3,20,0
RAK,LHR,RAM,193,6,4,8,1
FEZ,CDG,RAM,178,9,0,19,1
AGA,STN,RYR,204,9,6,21,1
RAK,FCO,RYR,181,10,6,11,1
CMN,NDR,RAM,66,12,5,21,0
AGA,CMN,RAM,51,5,4,9,0
RAK,CDG,RAM,165,3,3,17,0
MAD,CMN,RAM,130,11,6,22,1
LHR,RAK,RAM,208,3,4,21,1
TNG,MAD,RAM,107,5,6,4,1
LHR,RAK,RAM,191,6,3,20,1
CMN,DKR,RAM,193,11,4,5,0
AGA,STN,RYR,227,8,5,5,1
RAK,FCO,RYR,200,8,5,20,0
AGA,CMN,RAM,52,10,3,7,0
ORY,RAK,RAM,192,12,3,13,0
AGA,CMN,RAM,50,12,3,18,1
JFK,CMN,RAM,439,3,6,17,0
CDG,RBA,RAM,158,12,6,5,0
CMN,ABJ,RAM,248,9,6,18,1
FEZ,BCN,VLG,133,8,2,16,0
CMN,FEZ,RAM,51,6,5,17,1
RAK,BCN,VLG,132,12,5,19,0
AGA,ORY,RAM,173,5,1,10,1
AGA,CMN,RAM,54,12,2,18,1
CMN,CAI,RAM,220,5,3,7,0
RAK,BCN,RAM,146,3,6,18,0
RAK,CMN,RAM,42,8,1,17,1
AGA,CDG,RAM,184,11,6,16,0
RBA,MAD,RAM,118,12,0,17,0
RAK,BCN,VLG,151,10,1,11,0
AGA,STN,RYR,227,6,2,8,1
CMN,CDG,RAM,171,10,6,5,1
CMN,DKR,RAM,188,1,2,20,1
STN,AGA,RYR,222,3,6,18,0
RAK,CDG,RAM,179,8,1,15,1
CMN,ALG,RAM,102,5,6,19,0
CMN,AGA,RAM,54,9,0,18,0
ORY,RAK,RAM,168,9,3,18,1
MAD,CMN,RAM,122,8,5,22,0
LHR,RAK,RAM,201,9,6,21,0
RAK,ORY,RAM,179,5,1,12,0
CMN,OUD,RAM,60,4,5,9,1
AGA,LHR,RAM,194,1,2,21,0
RAK,ORY,RAM,173,8,6,21,0
CDG,RAK,RAM,183,8,6,20,1
RAK,CMN,RAM,42,5,0,22,0
RAK,FCO,RYR,199,5,2,9,0
CMN,TUN,RAM,103,4,1,20,1
LHR,RAK,RAM,197,5,5,3,0
CMN,JFK,RAM,456,5,0,9,0
AGA,CMN,RAM,51,12,4,12,0
AGA,LHR,RAM,186,7,6,19,1
RAK,CDG,RAM,182,8,1,10,0
MAD,CMN,RAM,120,1,5,0,0
MAD,CMN,RAM,132,10,3,18,0
RAK,MAD,RAM,120,9,3,16,1
LHR,RAK,RAM,218,7,2,20,1
CDG,RAK,RAM,180,10,2,8,0
TNG,BCN,RYR,140,3,5,7,0
CMN,TNG,RAM,48,6,2,13,0
CMN,TUN,RAM,113,4,1,13,0
JFK,CMN,RAM,426,8,0,10,1
STN,AGA,RYR,213,8,6,19,0
RAK,LHR,RAM,187,12,6,16,1
CMN,AMS,RAM,194,1,1,19,0
MAD,CMN,RAM,133,5,1,8,0
CMN,JFK,RAM,443,12,5,15,0
CMN,CDG,RAM,169,12,2,19,1
CMN,AGA,RAM,56,8,3,17,0
CDG,RAK,RAM,187,8,6,22,1
CMN,LHR,RAM,190,6,5,20,1
MAD,CMN,RAM,115,4,3,12,1
CMN,IAD,RAM,411,2,6,15,0
ORY,RAK,RAM,190,6,3,20,0
AGA,LHR,RAM,192,5,4,10,0
CMN,YUL,RAM,436,7,5,11,1
AGA,CMN,RAM,54,5,1,15,0
STN,AGA,RYR,210,6,2,14,0
FEZ,BRU,RAM,196,8,0,14,1
CMN,IAD,RAM,448,9,1,19,1
CMN,NBO,RAM,436,1,2,12,1
ORY,RAK,RAM,171,4,4,1,1
